Filename,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,5800x_y.tif,5800x_y.tif,7400x_ac.tif,7400x_ac.tif,7400x_ac.tif,7400x_g.tif,7400x_g.tif,7400x_g.tif,7400x_h.tif,7400x_h.tif,7400x_u.tif,7400x_u.tif,7400x_u.tif,7400x_v.tif,7400x_w.tif,7400x_w.tif,7400x_w.tif,9700x_m.tif,9700x_m.tif,9700x_n.tif,9700x_n.tif,9700x_s.tif,13500x_j.tif,13500x_j.tif,13500x_k.tif,13500x_m.tif,13500x_q.tif,17500x_o.tif,17500x_p.tif,33000x_l.tif
C77,122.201,183.108,103.944,361.365,144.818,319.235,207.416,177.816,168.175,37.464,113.389,101.046,528.921,203.307,48.748,38.841,94.424,57.866,109.250,76.511,86.985,37.376,101.245,2.178,8.573,77.500,75.156,36.213,64.618,106.762,55.275,31.307,28.170,42.876
C78,119.351,182.916,104.668,357.844,144.630,317.872,207.918,178.123,161.486,37.221,114.185,104.142,529.076,202.725,48.126,41.141,95.585,59.393,110.179,77.221,86.223,37.346,102.459,1.215,8.055,75.543,75.330,35.166,63.555,106.494,54.631,31.182,28.134,42.069
C79,116.501,182.724,105.392,354.324,144.443,316.509,207.743,178.430,154.797,36.978,114.982,104.824,529.232,202.143,47.505,43.441,96.745,60.920,111.107,77.930,85.528,37.316,103.674,1.889,7.538,73.587,75.503,34.120,62.464,106.226,53.986,31.057,28.097,41.261
C80,113.651,182.532,106.116,350.803,144.255,315.146,206.314,178.081,148.108,36.736,115.778,104.747,529.387,201.561,46.827,45.740,97.055,62.447,112.035,78.640,84.833,37.286,104.888,2.597,7.021,71.630,75.677,33.073,60.414,105.958,53.341,30.932,28.060,40.454
C81,110.801,182.341,106.840,347.283,144.068,313.783,204.885,177.598,141.419,36.493,116.575,104.670,529.543,200.979,48.348,48.040,97.233,63.974,112.963,79.349,84.138,37.256,106.102,3.304,6.503,69.673,75.851,32.655,58.365,105.690,52.696,30.806,28.023,39.647
C82,107.951,182.149,107.564,343.762,143.880,312.420,203.455,177.115,135.158,36.250,117.372,104.594,529.698,200.398,53.583,50.340,97.410,65.501,113.891,80.059,83.443,37.226,107.317,4.012,5.986,67.717,76.025,34.425,57.821,105.423,52.052,30.681,27.987,38.839
C83,105.101,181.957,108.288,340.242,143.693,311.057,202.026,176.632,133.746,36.007,118.168,104.517,529.853,199.816,58.817,52.640,97.587,67.028,112.896,80.768,82.748,36.715,108.531,4.719,5.469,66.166,76.199,36.195,57.298,105.155,51.407,30.556,27.950,38.032
C84,102.251,181.765,109.012,336.721,143.505,308.768,200.597,176.149,132.333,35.764,118.965,104.441,530.009,199.234,64.052,54.939,97.765,68.555,111.734,81.478,82.053,36.043,109.745,5.426,4.951,64.866,76.373,37.965,56.775,104.887,50.762,30.431,27.913,37.459
C85,99.401,181.574,109.737,333.201,143.318,304.515,199.167,175.666,130.920,35.521,119.761,104.364,530.164,198.652,69.286,57.239,97.942,70.083,110.572,81.719,81.358,35.370,110.960,6.134,4.434,63.565,76.546,39.735,56.252,104.619,50.117,30.305,27.876,37.547
C86,96.551,181.382,110.461,329.680,143.130,300.262,197.738,175.183,129.508,35.278,120.558,104.288,530.319,198.070,74.521,59.539,98.119,71.610,109.410,81.439,80.663,34.901,112.174,6.841,3.917,62.264,76.720,41.505,55.729,104.351,49.473,30.180,27.840,37.635
C87,93.701,181.190,111.185,326.160,142.943,296.009,196.309,174.700,128.095,35.035,121.355,104.211,527.560,197.488,79.755,61.838,98.297,73.137,108.248,81.076,79.968,35.002,113.388,7.548,3.399,60.963,76.894,43.275,55.207,104.083,48.828,30.055,27.803,37.723
C88,96.417,180.998,111.909,322.639,142.755,292.421,194.879,174.217,126.682,34.792,122.151,104.135,522.186,196.906,84.990,64.138,98.474,74.664,108.691,80.714,81.455,35.103,114.602,8.256,2.882,59.662,77.068,45.045,54.684,103.815,48.183,30.075,27.766,37.810
C89,99.500,180.807,112.633,319.119,142.568,291.689,193.450,173.734,125.269,34.550,122.948,104.058,516.811,196.324,90.224,66.438,98.652,76.191,109.139,80.351,84.167,35.204,115.817,8.963,2.365,58.361,77.242,45.383,54.161,103.547,47.538,30.195,27.729,37.898
C90,102.582,183.494,113.357,315.598,142.380,290.958,192.021,173.251,123.857,34.307,123.458,103.982,511.437,195.742,95.459,68.738,98.829,77.718,109.586,79.989,86.879,35.305,117.031,9.670,1.847,57.060,77.416,45.485,53.638,103.279,46.894,30.315,27.693,37.986
C91,105.664,187.604,109.811,312.078,142.193,290.226,190.592,172.768,122.444,34.064,123.621,103.905,506.063,195.161,100.693,69.940,99.006,79.245,110.034,79.626,89.591,35.406,118.245,10.378,1.330,55.759,77.589,45.588,53.115,103.011,46.228,30.435,27.656,38.074
C92,108.747,191.713,103.710,308.557,142.005,289.495,189.162,172.285,121.031,33.821,123.784,103.829,500.689,194.579,105.928,65.321,99.184,80.772,110.481,79.264,92.303,35.507,117.579,11.085,0.813,54.459,77.763,45.690,52.593,102.743,45.548,30.555,27.619,38.162
C93,111.829,195.822,97.609,305.037,141.818,288.763,187.733,171.803,119.619,33.578,123.947,103.752,495.315,193.997,110.430,63.157,99.361,82.299,110.928,78.901,95.015,35.608,116.609,11.793,0.295,53.158,77.937,45.792,52.070,102.475,44.868,30.675,27.582,38.249
C94,114.912,199.932,91.508,301.516,141.631,288.032,186.304,171.320,118.206,33.335,124.110,103.676,489.940,193.415,111.444,61.616,99.538,83.826,111.376,78.539,97.727,35.708,115.640,12.500,0.222,51.857,78.111,45.894,51.547,102.207,44.188,30.795,27.546,38.337
C95,117.994,204.041,85.407,297.996,141.443,287.300,184.874,170.837,116.793,33.092,124.273,103.599,484.566,192.833,112.459,60.076,99.716,85.353,111.823,78.176,100.439,35.809,114.671,13.207,0.739,50.556,78.285,45.996,51.024,101.939,43.509,30.915,27.509,38.425
C96,121.076,208.151,79.306,294.475,141.256,286.569,183.445,170.354,115.380,32.849,124.436,103.522,479.192,192.251,113.474,58.535,99.893,86.880,112.271,77.814,103.152,35.910,113.701,13.915,1.257,49.255,78.459,46.099,50.501,101.739,42.829,31.036,27.472,38.513
C97,124.159,212.260,73.205,290.955,141.068,285.837,182.016,169.871,113.968,32.606,124.600,103.446,473.818,191.669,114.489,56.994,100.071,88.407,112.718,77.452,105.864,36.011,112.732,14.622,1.774,47.954,78.632,46.201,49.979,101.908,42.149,31.156,27.435,38.601
C98,127.241,216.370,67.104,288.329,140.881,285.106,180.586,169.388,112.555,32.041,124.763,103.369,468.444,191.087,115.504,55.453,100.248,89.934,113.166,77.089,108.576,36.112,111.763,15.329,2.291,46.653,78.806,46.303,49.456,102.077,41.469,31.276,27.399,38.688
C99,130.324,220.479,61.003,286.750,140.693,284.374,179.157,168.905,111.142,31.260,124.926,103.293,463.069,190.506,116.518,53.913,100.425,91.461,113.613,76.727,111.288,36.213,110.793,16.037,2.809,45.353,78.980,46.405,48.933,102.247,40.789,31.396,27.362,38.776
C100,133.406,224.589,54.902,285.171,140.506,283.643,177.728,168.422,109.730,30.479,125.089,103.216,457.695,189.924,117.533,52.372,100.603,92.988,114.061,76.364,114.000,36.314,109.824,16.744,3.326,44.052,79.154,46.507,48.410,102.416,40.110,31.516,27.325,38.864
C101,136.488,228.698,48.801,283.592,140.318,282.911,176.298,167.939,108.317,29.698,125.252,103.140,452.321,189.342,118.548,50.831,100.780,94.515,116.411,76.002,116.712,36.415,108.854,17.452,3.843,42.751,79.328,46.610,47.887,102.585,39.430,31.636,27.289,38.952
C102,139.571,232.808,42.701,282.013,140.131,282.180,174.869,167.456,106.904,28.917,125.415,103.063,446.947,188.760,119.081,49.290,100.958,96.043,118.778,75.639,119.424,36.516,107.885,18.159,4.361,41.450,79.502,46.712,47.365,102.755,39.137,31.756,27.252,39.040
C103,142.653,236.917,40.226,280.434,144.287,281.448,173.440,166.973,105.492,28.136,125.578,102.987,444.001,188.178,117.880,47.750,101.135,97.570,121.146,75.277,122.136,36.617,106.916,18.866,4.878,40.149,79.675,46.814,46.842,102.924,39.225,31.876,27.215,39.127
C104,145.736,241.026,43.118,278.855,155.614,280.717,172.010,166.490,104.079,27.355,125.741,102.910,442.789,187.596,118.842,46.209,101.312,99.097,123.514,72.791,124.848,36.718,105.946,19.574,5.395,38.848,79.849,46.916,46.319,103.093,39.314,31.996,27.178,39.215
C105,148.818,245.136,46.010,277.276,166.940,279.985,170.581,166.007,102.666,26.575,125.904,102.834,441.578,187.014,119.804,44.668,101.490,100.624,125.881,69.860,127.561,36.819,104.977,20.281,5.913,37.547,80.023,47.018,45.796,103.263,39.402,32.116,27.142,39.303
C106,151.900,249.245,48.902,275.697,178.267,279.254,169.152,165.524,101.253,25.794,126.067,102.891,440.367,186.432,120.766,43.127,101.667,102.151,128.249,66.930,130.273,36.920,104.008,20.988,6.430,36.246,80.008,47.121,45.273,103.432,39.491,32.236,27.105,39.391
C107,154.441,253.355,51.794,274.118,189.594,278.522,167.722,165.041,99.841,25.013,126.003,104.357,439.156,185.851,121.728,41.587,101.844,103.795,130.617,64.000,132.985,37.021,103.038,21.696,6.947,34.946,79.571,47.223,44.751,103.601,39.579,32.357,27.068,39.478
C108,0.000,257.464,54.687,272.539,200.920,277.791,166.293,164.558,98.428,24.232,125.114,105.647,437.945,189.899,122.690,40.046,102.022,106.091,132.984,62.587,135.697,37.122,102.069,22.403,7.465,33.645,79.133,47.325,44.228,103.771,39.668,32.477,27.031,39.566
C109,0.000,261.574,57.579,270.960,212.247,277.059,164.864,164.075,97.015,23.451,124.225,106.936,436.734,194.487,123.651,38.505,102.199,108.386,135.352,61.708,137.439,37.223,101.100,23.110,7.982,32.344,78.696,47.427,43.705,103.940,39.757,32.597,26.995,39.654
C110,0.000,265.683,60.471,269.381,223.573,276.328,163.434,163.592,96.564,22.670,123.336,108.226,435.522,199.076,124.613,36.964,102.377,110.681,137.720,60.829,138.175,37.324,100.130,23.818,8.499,31.043,78.258,47.529,43.182,104.109,39.845,32.717,26.958,39.742
C111,0.000,269.793,63.363,267.802,234.900,275.596,162.005,163.109,98.707,21.889,122.447,109.516,434.311,203.664,125.575,35.424,102.554,112.976,140.087,59.950,138.911,37.425,99.161,24.525,9.700,29.742,77.821,47.632,42.659,104.279,39.934,32.837,27.049,39.830
C112,0.000,273.902,66.255,266.223,246.226,274.865,160.576,162.626,100.850,21.108,121.558,110.805,433.100,208.253,126.537,33.883,102.731,115.271,142.455,59.071,139.646,37.526,98.192,25.233,13.809,28.920,77.383,47.734,42.137,104.448,40.022,32.957,27.446,39.917
C113,0.000,278.251,69.147,264.644,257.553,274.133,159.147,162.143,102.992,20.327,120.669,112.095,431.889,212.842,127.499,32.342,102.909,117.566,144.822,58.192,140.382,37.627,97.222,25.940,17.918,28.958,76.946,47.836,41.614,104.617,40.111,33.077,27.843,40.005
C114,0.000,287.192,72.039,263.065,268.879,273.402,157.717,161.660,105.135,19.546,119.780,113.385,430.678,217.430,128.461,30.801,103.086,119.861,147.190,57.313,141.117,37.728,96.253,26.647,17.590,28.996,76.508,47.938,41.091,104.787,40.199,33.197,28.241,40.032
C115,0.000,296.133,74.931,261.486,280.206,272.670,156.288,161.177,107.278,18.765,118.891,114.674,429.467,222.019,129.423,29.261,103.263,122.156,148.230,56.434,141.853,37.829,95.283,27.355,14.334,29.034,76.070,48.040,40.568,104.956,40.288,33.317,28.638,40.049
C116,0.000,305.074,77.824,259.907,291.533,271.939,154.859,160.694,109.421,17.985,118.002,115.964,428.255,226.608,130.385,27.720,103.441,124.451,149.113,55.555,142.588,37.930,94.314,28.062,11.077,29.072,75.633,48.143,40.045,105.125,40.614,33.437,29.035,40.066
C117,0.000,314.015,80.716,258.328,302.859,271.207,153.429,160.211,111.564,17.204,117.113,117.253,427.044,231.196,131.347,26.179,103.618,126.746,149.995,54.677,141.940,38.031,93.345,27.937,7.820,29.111,75.195,48.207,39.523,105.295,41.127,33.557,29.432,40.083
C118,0.000,322.956,83.608,256.749,313.624,270.476,152.000,159.728,113.707,16.423,116.224,118.543,425.833,235.785,132.309,27.033,103.796,129.041,150.877,53.798,141.151,38.132,92.375,27.806,4.564,29.149,74.758,48.165,39.000,105.464,41.640,33.678,29.829,40.100
C119,0.000,331.897,86.500,255.170,314.561,269.744,150.571,159.245,115.850,15.642,115.335,119.833,424.622,240.373,133.271,33.219,103.973,131.336,151.759,52.919,140.362,38.233,91.406,27.675,1.307,29.187,74.320,48.123,38.477,105.633,42.153,33.798,30.226,40.117
C120,0.000,340.838,89.392,253.591,315.499,269.013,149.141,158.762,117.993,14.861,114.446,121.122,423.411,244.962,134.233,39.406,104.150,133.631,152.641,52.040,136.445,38.334,90.437,27.545,1.950,29.225,73.883,48.082,37.954,104.349,42.667,33.918,30.623,40.134
C121,0.000,349.779,92.284,252.012,316.436,268.281,147.712,158.279,120.136,14.080,113.557,122.412,422.200,249.551,135.195,45.592,104.328,135.926,153.524,51.161,132.244,38.434,89.467,27.414,5.206,29.263,73.445,48.040,37.431,102.943,43.180,34.038,31.020,40.151
C122,0.000,358.720,95.176,250.433,317.374,267.550,146.283,157.796,122.279,13.299,112.668,123.702,420.988,254.139,136.157,51.778,104.505,138.221,154.406,50.282,128.042,38.535,88.498,27.283,8.463,29.301,73.008,47.998,36.932,101.537,43.693,34.158,31.418,40.168
C123,0.000,367.661,98.069,248.854,318.312,266.818,144.853,157.313,124.422,12.518,111.779,124.991,419.777,258.728,137.119,57.965,104.682,140.516,155.288,52.611,123.841,38.636,87.529,27.153,11.720,29.339,72.570,47.957,37.342,100.131,44.206,34.278,31.815,40.185
C124,0.000,376.603,97.343,247.274,319.249,266.087,142.272,156.831,126.565,11.737,110.890,126.281,418.566,263.316,138.081,62.802,104.860,142.811,156.170,55.657,119.640,38.737,86.559,27.022,14.976,29.377,72.133,47.915,37.753,98.725,44.719,34.398,32.212,40.202
C125,0.000,385.544,96.503,245.695,320.187,265.355,139.632,156.348,128.708,10.956,110.001,127.571,417.355,267.905,139.043,61.222,105.037,145.106,157.052,58.702,115.438,38.838,85.590,26.892,18.233,29.415,71.695,47.873,38.163,97.319,45.232,34.518,32.609,40.219
C126,0.000,394.485,95.664,244.116,321.124,264.624,136.993,155.865,130.851,10.175,109.112,128.860,416.144,272.494,140.005,59.642,105.215,147.401,157.935,61.747,111.237,38.939,84.621,26.761,21.490,29.453,71.258,47.832,38.573,95.913,45.746,34.638,33.006,40.235
C127,0.000,400.841,94.824,242.537,322.062,263.892,134.354,155.382,132.320,9.395,108.223,130.150,414.933,277.082,140.967,58.061,105.392,148.505,158.817,64.792,107.036,39.040,83.651,26.630,24.746,29.492,70.820,47.790,38.984,94.507,46.259,34.758,33.403,40.252
C128,0.000,391.891,93.985,240.958,322.999,263.160,131.714,154.899,129.644,8.614,107.334,131.439,413.721,281.671,141.929,56.481,105.569,148.141,159.699,67.838,102.834,39.141,82.682,26.500,28.003,29.530,70.383,47.749,39.394,93.101,46.772,34.971,33.800,40.269
C129,0.000,382.941,93.145,239.379,323.937,262.429,129.075,154.416,126.968,7.833,106.445,132.729,412.510,285.751,142.891,54.901,105.747,145.487,160.581,70.883,98.917,39.242,81.712,26.369,31.259,29.568,70.346,47.707,39.804,91.695,47.285,35.661,34.197,40.286
C130,0.000,373.992,92.306,237.800,324.875,261.697,126.436,153.933,124.292,6.523,105.555,134.019,411.299,285.158,143.853,53.320,105.924,141.926,161.463,73.928,97.301,39.343,80.743,26.238,34.516,29.606,70.698,47.665,40.215,90.289,47.798,35.912,34.595,40.303
C131,0.000,365.042,91.466,236.221,325.812,260.966,123.796,153.450,121.617,6.968,104.666,135.308,410.088,284.565,144.815,51.740,106.102,138.365,162.266,76.973,95.685,39.444,79.774,26.108,37.773,29.644,71.050,47.624,40.625,88.883,48.311,35.624,34.469,40.320
C132,0.000,356.092,90.627,234.642,326.750,260.234,121.157,152.967,118.941,9.500,103.777,136.598,408.877,283.973,145.777,50.160,106.279,134.804,159.252,77.826,94.069,39.545,78.804,25.977,41.029,29.682,71.403,47.582,41.035,87.477,48.825,35.337,34.239,40.337
C133,0.000,347.143,89.787,233.063,327.687,259.503,118.518,152.484,116.265,12.031,102.888,137.888,407.666,283.380,146.739,48.579,106.456,131.243,156.239,77.970,92.453,39.646,78.091,25.846,43.905,29.720,71.755,47.540,41.446,86.071,49.338,35.050,34.010,40.354
C134,0.000,338.193,88.971,231.484,328.625,258.771,115.878,152.001,113.589,14.562,101.999,138.433,406.454,282.787,147.701,46.999,106.634,127.682,153.225,78.114,90.678,39.709,78.044,25.716,44.253,29.758,72.107,47.499,41.856,84.665,49.851,34.763,33.780,40.371
C135,0.000,329.243,88.249,229.905,329.563,258.040,113.239,151.518,110.913,17.093,101.110,137.958,405.243,282.195,148.663,45.419,106.811,124.120,150.211,78.258,86.141,39.535,77.997,25.585,44.601,29.796,72.460,47.457,42.246,83.259,50.364,34.476,33.551,40.388
C136,0.000,320.293,87.527,228.632,330.500,257.308,113.177,151.035,108.238,19.625,100.221,137.519,404.032,281.602,149.625,43.839,106.988,120.559,147.197,78.402,81.605,39.360,77.950,25.454,44.949,29.834,72.812,47.416,42.309,81.853,50.877,34.189,33.322,40.405
C137,0.000,311.344,86.805,227.508,331.438,256.577,113.231,150.138,105.562,22.156,99.332,137.619,402.821,281.010,148.791,41.987,107.166,116.998,144.183,78.546,77.068,39.186,77.903,25.324,45.297,29.873,73.165,47.374,42.372,80.447,51.390,33.902,33.092,40.422
C138,0.000,302.394,86.084,226.384,326.883,255.845,113.285,143.569,102.886,24.687,98.443,137.719,401.610,281.148,143.766,39.628,107.343,113.437,141.169,78.690,72.531,39.011,77.856,25.193,45.644,29.911,73.517,47.332,42.436,79.041,51.904,33.614,32.863,40.439
C139,0.000,293.444,85.362,225.261,321.509,255.114,113.338,137.000,100.210,27.219,97.554,137.819,400.399,282.579,138.742,37.269,107.521,109.876,138.155,78.835,67.994,38.836,77.809,25.062,45.992,29.949,73.869,47.291,42.499,77.635,52.417,33.327,32.634,40.456
C140,0.000,284.494,84.640,224.137,316.155,256.656,113.392,130.431,97.534,29.750,96.665,137.919,399.187,284.010,133.717,34.910,107.698,106.315,135.141,78.979,66.413,38.662,77.762,24.932,46.340,29.987,73.951,47.249,42.563,76.229,52.930,33.040,32.404,40.473
C141,0.000,0.000,83.919,223.014,310.800,260.347,113.446,123.861,94.859,32.281,95.776,138.019,397.976,285.441,128.692,32.550,107.875,102.753,132.127,79.123,68.311,38.487,77.715,24.801,46.688,30.025,74.003,47.207,42.626,74.823,53.443,32.753,32.175,40.490
C142,0.000,0.000,83.197,221.890,305.446,264.038,113.499,117.292,92.183,34.812,94.887,138.119,396.765,286.872,123.667,34.520,108.053,99.192,129.113,79.267,70.209,38.313,77.668,24.670,47.036,30.063,74.055,47.166,42.689,73.417,53.956,32.466,31.946,40.507
C143,0.000,0.000,82.475,220.766,300.092,267.729,113.553,110.723,89.507,37.344,93.998,138.219,395.554,288.303,118.642,38.247,108.230,95.631,126.100,79.411,72.107,38.138,77.621,24.540,47.384,30.101,74.106,47.124,42.753,72.011,54.469,32.179,31.716,40.524
C144,0.000,0.000,81.753,219.643,294.738,271.420,113.606,104.154,86.831,39.875,93.109,138.319,394.343,289.734,113.618,41.974,108.407,92.070,125.340,79.555,74.005,37.963,77.574,24.386,47.732,30.139,74.158,47.082,42.816,70.605,54.983,31.892,31.487,40.541
C145,0.000,0.000,81.032,218.519,289.383,275.112,113.660,97.585,0.000,42.406,92.220,138.419,393.132,291.165,108.593,45.702,108.585,88.509,124.825,79.699,75.903,37.789,77.527,23.553,48.080,30.177,74.209,47.041,42.880,69.199,55.496,31.605,31.257,40.558
C146,0.000,0.000,80.310,217.395,284.029,278.803,113.714,91.015,0.000,44.938,91.331,138.519,398.105,292.596,103.568,49.429,108.762,84.948,124.311,79.843,77.801,37.614,77.480,22.719,48.428,30.215,74.261,46.999,42.943,68.072,56.009,31.317,31.028,40.575
C147,0.000,0.000,79.588,216.272,278.675,282.494,113.767,84.446,0.000,47.469,90.442,138.619,404.155,294.027,98.543,53.156,108.940,81.387,123.796,79.987,79.698,37.440,77.433,21.886,48.776,30.253,74.313,46.958,43.006,66.955,56.522,31.030,30.799,40.592
C148,0.000,0.000,78.866,215.148,273.320,286.185,113.821,77.877,0.000,49.307,89.553,138.719,410.205,295.458,93.518,56.883,109.074,77.825,123.281,80.131,81.596,37.265,77.386,21.052,49.124,30.292,74.364,46.916,43.070,65.837,57.035,30.743,30.569,40.609
C149,0.000,0.000,78.145,214.025,267.966,289.877,113.875,71.308,0.000,46.042,88.664,138.819,416.255,296.889,88.493,58.626,109.197,74.264,122.766,80.275,83.494,37.090,77.339,20.219,49.472,30.330,74.416,46.874,43.133,64.720,57.548,30.456,30.340,40.626
C150,0.000,0.000,77.423,212.901,262.612,293.568,113.928,64.739,0.000,42.747,87.775,138.919,422.305,298.320,83.469,56.281,109.320,70.703,122.252,80.419,85.392,36.916,77.292,19.386,49.819,30.368,74.467,46.833,43.197,63.602,58.062,30.169,30.111,40.643
C151,0.000,0.000,76.701,211.777,257.257,297.259,113.982,58.169,0.000,39.452,86.886,139.019,428.355,299.751,79.227,53.935,109.443,67.142,121.737,80.563,87.290,36.741,77.245,18.552,50.167,30.406,74.519,46.119,43.260,62.484,58.575,29.882,29.881,40.660
C152,0.000,0.000,75.979,210.654,251.903,300.950,114.036,51.600,0.000,36.156,85.997,139.119,434.405,301.182,83.551,51.590,109.566,63.581,121.222,80.707,89.188,36.567,77.198,17.719,50.515,30.444,74.571,44.714,43.323,61.367,59.088,29.595,29.652,40.677
C153,0.000,0.000,75.258,209.530,246.549,304.641,114.089,45.031,0.000,32.860,85.108,139.219,440.455,302.613,87.875,49.244,109.689,61.084,120.707,81.014,91.086,36.392,77.151,16.885,50.863,30.482,74.622,43.308,43.387,60.249,59.495,29.307,29.423,40.694
C154,0.000,0.000,74.536,208.406,241.195,308.333,114.143,38.462,0.000,29.564,84.219,139.319,446.505,304.044,92.199,46.898,109.812,61.926,120.193,81.327,90.649,36.218,77.105,16.052,51.211,30.520,74.674,41.903,43.450,59.132,59.892,29.020,29.193,40.711
C155,0.000,0.000,73.814,207.283,235.840,312.024,114.196,31.893,0.000,26.268,83.330,139.419,452.555,305.475,96.524,44.553,109.935,62.769,119.678,81.640,88.596,36.043,77.058,15.218,51.559,30.558,74.725,40.497,43.514,58.014,60.289,28.733,28.964,40.728
C156,0.000,0.000,73.092,206.159,230.486,315.715,114.250,28.267,0.000,22.972,82.441,139.519,458.605,306.906,100.848,42.207,110.057,63.611,119.163,81.953,86.543,35.868,77.011,14.385,51.907,30.596,74.777,39.092,43.577,56.897,60.686,28.446,28.734,40.745
C157,0.000,0.000,72.371,205.036,225.132,319.406,114.304,25.929,0.000,19.677,81.551,139.619,464.656,308.337,105.172,39.862,110.180,64.454,118.649,82.266,84.490,35.694,76.964,13.551,52.255,30.634,74.828,37.686,43.640,56.679,61.083,28.159,28.505,40.762
C158,0.000,0.000,71.649,203.912,219.777,323.098,114.357,23.592,0.000,16.381,80.662,139.719,470.706,309.768,109.496,37.516,110.611,65.296,118.134,82.579,82.437,35.519,76.917,12.718,52.603,30.673,74.880,36.281,43.704,58.110,61.480,27.872,28.276,40.779
C159,0.000,0.000,70.927,202.788,214.423,326.789,114.411,21.917,0.000,13.085,79.773,139.820,476.756,311.199,113.820,35.171,111.717,66.139,117.619,82.892,81.184,35.345,76.870,11.884,52.951,30.711,74.932,35.063,43.767,59.541,61.877,27.585,28.046,40.796
C160,0.000,0.000,70.205,201.665,209.069,330.480,114.465,22.259,0.000,9.789,78.884,139.920,482.806,312.630,117.439,33.433,112.823,66.981,117.104,83.205,81.779,35.170,77.628,11.051,53.299,30.749,74.983,34.895,43.831,60.972,62.274,27.297,27.817,40.813
C161,0.000,0.000,69.484,200.707,203.715,334.171,114.518,22.601,0.000,6.493,77.995,140.020,488.856,314.061,116.866,31.870,113.929,67.824,116.590,83.518,82.374,34.995,78.802,10.276,53.647,30.787,75.035,34.727,43.894,62.402,62.671,27.010,27.588,40.830
C162,0.000,0.000,68.762,199.867,198.360,337.862,114.572,22.942,0.000,3.198,77.106,140.120,494.906,315.492,117.875,30.308,115.035,68.666,116.075,83.831,82.969,34.821,79.975,11.220,53.994,30.825,75.086,34.559,43.957,63.833,63.068,26.723,27.358,40.847
C163,0.000,0.000,68.040,199.027,193.006,341.554,114.625,23.284,0.000,0.098,77.187,140.220,500.956,316.923,118.885,28.746,116.141,69.705,115.560,84.144,83.564,34.646,81.149,12.164,54.342,30.863,75.138,34.391,44.021,65.264,63.465,26.436,27.129,40.864
C164,0.000,0.000,67.318,198.187,187.652,345.245,114.679,23.626,0.000,3.394,77.718,140.320,507.006,318.354,119.894,27.183,117.247,70.858,115.045,84.457,84.159,34.472,82.323,13.108,54.690,30.901,75.190,34.224,44.084,66.695,63.862,26.149,26.900,40.881
C165,0.000,0.000,66.597,197.347,182.297,348.936,114.733,23.967,0.000,6.192,78.250,140.420,513.056,319.785,120.904,25.621,118.353,72.011,114.531,84.770,84.753,34.297,83.496,14.053,55.038,30.939,76.118,34.056,44.148,68.126,64.259,25.862,26.670,40.897
C166,0.000,0.000,65.875,196.508,176.943,352.627,114.786,24.309,0.000,5.012,78.781,140.520,519.106,321.216,121.913,24.058,119.460,73.164,114.016,85.083,85.348,34.122,84.670,14.997,55.549,30.977,77.791,33.888,44.211,69.556,64.656,25.575,26.441,40.914
C167,0.000,0.000,65.153,0.000,171.589,356.319,114.840,24.650,0.000,3.832,79.312,140.916,524.224,322.647,122.923,22.496,120.566,74.317,113.501,85.396,85.943,33.948,85.844,15.941,56.073,31.015,79.464,33.720,44.274,70.987,65.053,25.287,26.211,40.931
C168,0.000,0.000,64.431,0.000,166.235,359.573,114.894,24.992,0.000,2.653,79.844,145.225,528.620,324.078,123.932,20.934,121.672,75.470,112.987,85.709,86.538,33.773,87.018,16.885,56.597,31.054,79.770,33.553,44.338,72.418,65.450,25.000,25.982,40.948
C169,0.000,0.000,63.710,0.000,160.880,362.717,114.947,25.334,0.000,1.473,80.375,149.535,533.017,325.509,124.942,19.371,122.778,76.623,112.472,87.265,87.133,33.599,88.191,17.829,57.121,31.092,78.939,33.385,44.401,73.849,65.847,24.713,25.753,40.965
C170,0.000,0.000,62.988,0.000,156.904,365.861,115.001,25.675,0.000,0.293,80.906,153.844,537.413,326.940,125.951,17.809,123.884,77.775,112.949,88.921,84.605,33.424,89.365,18.774,57.645,31.130,78.109,33.217,44.465,75.280,66.244,24.426,25.523,40.982
C171,0.000,0.000,62.266,0.000,155.307,369.005,115.055,26.017,0.000,0.886,81.438,158.153,541.809,328.371,126.961,16.247,124.990,78.928,113.484,90.576,80.910,33.250,90.539,19.718,58.169,31.168,77.278,33.049,44.528,76.710,66.641,24.139,25.294,40.999
C172,0.000,0.000,61.544,0.000,153.711,372.149,115.108,26.359,0.000,2.066,81.969,162.462,546.205,329.802,127.970,16.313,126.096,80.081,114.019,92.232,77.216,33.075,91.712,20.662,58.693,31.206,76.447,32.882,44.591,78.141,67.038,23.852,25.065,41.016
C173,0.000,0.000,60.823,0.000,152.115,375.293,115.162,26.700,0.000,3.246,82.500,166.772,550.602,331.233,128.980,17.180,127.202,81.234,114.554,93.888,73.522,32.900,92.886,21.606,59.216,31.244,75.617,32.714,44.655,79.572,67.273,23.565,24.835,41.033
C174,0.000,0.000,60.101,0.000,150.519,377.039,115.215,27.042,0.000,4.425,83.032,171.081,554.998,332.664,129.990,18.047,128.308,82.387,115.090,95.543,69.827,32.703,94.060,22.550,59.740,31.282,74.786,32.546,44.718,81.003,67.504,23.277,24.606,41.110
